show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s527,Movie,Parasite,Quentin Tarantino,"Cate Blanchett, Meryl Streep",Australia,"March 17, 2016",2014,TV-14,130 min,Kids TV,A visually stunning piece that captivates with its unique perspective.
s528,Movie,The Matrix: Part 3,Martin Scorsese,"Morgan Freeman, Denzel Washington, Angelina Jolie, Leonardo DiCaprio, Ryan Gosling",United States,"July 17, 2016",2002,TV-Y7,123 min,"Comedies, Stand-Up Comedy",A visually stunning piece that captivates with its unique perspective.
s529,TV Show,Peaky Blinders,Bong Joon-ho,"Scarlett Johansson, Brad Pitt",Brazil,"March 19, 2018",2008,NC-17,3 Seasons,Thrillers,A visually stunning piece that captivates with its unique perspective.
s530,TV Show,The Witcher,Denis Villeneuve,"Denzel Washington, Ryan Gosling",India,"December 16, 2020",2019,PG,6 Seasons,Stand-Up Comedy,A thought-provoking narrative exploring themes of identity and redemption.
s531,Movie,Parasite,Bong Joon-ho,"Cate Blanchett, Morgan Freeman",Japan,"July 27, 2019",2009,TV-MA,161 min,"Children & Family Movies, Comedies, Anime Series",A gripping tale that explores complex characters through unexpected twists.
s532,Movie,Schindlers List,Steven Spielberg,"Viola Davis, Tom Hanks, Denzel Washington",Japan,"July 23, 2016",2004,TV-14,173 min,Documentaries,A thought-provoking narrative exploring themes of identity and redemption.
s533,Movie,Marriage Story,Spike Lee,"Denzel Washington, Viola Davis, Meryl Streep, Scarlett Johansson",India,"April 14, 2019",2004,TV-14,164 min,"Thrillers, Anime Series",A visually stunning piece that captivates with its unique perspective.
s534,Movie,Malcolm and Marie: Part 2,Bong Joon-ho,"Angelina Jolie, Brad Pitt, Denzel Washington, Emma Stone",France,"April 18, 2016",2004,TV-14,174 min,"Anime Series, Crime TV Shows, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s535,Movie,Enola Holmes,Alfonso Cuaron,"Meryl Streep, Denzel Washington",United Kingdom,"February 19, 2020",2020,TV-Y,112 min,"Drama TV Shows, International Movies, Crime TV Shows",An emotional journey that resonates with viewers around the world.
s536,Movie,The Matrix,Ava DuVernay,"Brad Pitt, Scarlett Johansson, Angelina Jolie, Viola Davis, Leonardo DiCaprio",Japan,"January 2, 2020",2012,TV-MA,150 min,"Drama TV Shows, Action & Adventure",An emotional journey that resonates with viewers around the world.
s537,TV Show,Peaky Blinders,,"Ryan Gosling, Brad Pitt, Scarlett Johansson, Emma Stone, Leonardo DiCaprio",United States,"August 13, 2016",2015,G,4 Seasons,"Thrillers, Documentaries",A visually stunning piece that captivates with its unique perspective.
s538,Movie,Inception,Denis Villeneuve,"Ryan Gosling, Morgan Freeman, Denzel Washington, Leonardo DiCaprio",Nigeria,"June 8, 2019",2018,TV-14,94 min,Dramas,An emotional journey that resonates with viewers around the world.
s539,TV Show,The Crown,Denis Villeneuve,"Morgan Freeman, Ryan Gosling, Cate Blanchett",India,"May 11, 2017",2017,G,2 Seasons,Romantic Movies,A thought-provoking narrative exploring themes of identity and redemption.
s540,Movie,Avengers Endgame: Part 2,Steven Spielberg,"Brad Pitt, Meryl Streep",India,"February 20, 2016",2007,TV-MA,176 min,"Anime Series, Comedies",A gripping tale that explores complex characters through unexpected twists.
s541,Movie,The Dark Knight,,"Tom Hanks, Morgan Freeman",United States,"September 13, 2021",2017,TV-PG,151 min,"International Movies, Drama TV Shows, Dramas",A gripping tale that explores complex characters through unexpected twists.
s542,TV Show,The Umbrella Academy,Steven Spielberg,"Angelina Jolie, Morgan Freeman, Viola Davis",Australia,"September 8, 2017",2017,TV-MA,2 Seasons,"International Movies, Stand-Up Comedy",A gripping tale that explores complex characters through unexpected twists.
s543,Movie,Shawshank Redemption: Part 2,Spike Lee,"Denzel Washington, Ryan Gosling, Leonardo DiCaprio",United States,"August 20, 2018",2017,TV-14,166 min,"Reality TV, Comedies, Crime TV Shows",An emotional journey that resonates with viewers around the world.
s544,Movie,Thunder Force,,"Viola Davis, Morgan Freeman, Cate Blanchett, Scarlett Johansson",Turkey,"February 1, 2021",2020,R,151 min,"Romantic Movies, Action & Adventure",An award-winning production that redefines storytelling in modern cinema.
s545,Movie,Oxygen,Steven Spielberg,"Morgan Freeman, Brad Pitt, Emma Stone",United States,"September 22, 2021",2021,G,106 min,"Romantic Movies, Stand-Up Comedy, Reality TV",An emotional journey that resonates with viewers around the world.
s546,TV Show,The Crown: Season 4,Quentin Tarantino,"Leonardo DiCaprio, Ryan Gosling, Morgan Freeman",United States,"October 11, 2021",2020,TV-PG,4 Seasons,"Reality TV, Thrillers",An emotional journey that resonates with viewers around the world.
s547,Movie,Project Power,,"Brad Pitt, Cate Blanchett, Tom Hanks, Ryan Gosling, Leonardo DiCaprio",United Kingdom,"March 6, 2020",2012,PG-13,149 min,"Documentaries, Stand-Up Comedy, Romantic Movies",An award-winning production that redefines storytelling in modern cinema.
s548,TV Show,You,Sofia Coppola,"Brad Pitt, Tom Hanks",United States,"May 8, 2021",2013,R,2 Seasons,"Kids TV, Drama TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s549,Movie,The Godfather: Part 2,Quentin Tarantino,"Brad Pitt, Emma Stone, Cate Blanchett, Scarlett Johansson",United Kingdom,"February 14, 2019",2016,TV-MA,87 min,"Reality TV, Crime TV Shows, Horror Movies",An emotional journey that resonates with viewers around the world.
s550,TV Show,You: Season 5,,"Leonardo DiCaprio, Meryl Streep",Italy,"November 23, 2018",2014,TV-14,5 Seasons,Children & Family Movies,A visually stunning piece that captivates with its unique perspective.
s551,Movie,Black Panther: Part 3,Christopher Nolan,"Leonardo DiCaprio, Denzel Washington",United States,"September 28, 2018",2015,TV-MA,102 min,Action & Adventure,A gripping tale that explores complex characters through unexpected twists.
s552,Movie,The Matrix,Spike Lee,"Viola Davis, Ryan Gosling",United States,"May 3, 2019",2017,R,172 min,"Romantic Movies, Anime Series, Documentaries",A thought-provoking narrative exploring themes of identity and redemption.
s553,Movie,The Old Guard,Sofia Coppola,"Emma Stone, Meryl Streep, Angelina Jolie",United States,"December 27, 2021",2011,TV-MA,95 min,Comedies,An award-winning production that redefines storytelling in modern cinema.
s554,Movie,Shawshank Redemption,Spike Lee,"Viola Davis, Tom Hanks, Cate Blanchett, Morgan Freeman",United Kingdom,"December 22, 2018",2014,R,176 min,Action & Adventure,An emotional journey that resonates with viewers around the world.
s555,TV Show,Sweet Tooth: Season 6,Quentin Tarantino,"Meryl Streep, Viola Davis, Angelina Jolie, Denzel Washington, Ryan Gosling",United Kingdom,"October 22, 2020",2002,PG-13,6 Seasons,"Documentaries, Romantic Movies",An emotional journey that resonates with viewers around the world.
s556,Movie,Oxygen,Ava DuVernay,"Cate Blanchett, Tom Hanks",Mexico,"May 6, 2021",2017,PG-13,161 min,"International Movies, Romantic Movies, Stand-Up Comedy",A visually stunning piece that captivates with its unique perspective.
s557,TV Show,Dark: Season 1,Martin Scorsese,"Leonardo DiCaprio, Emma Stone, Morgan Freeman",Australia,"May 22, 2021",2012,TV-MA,1 Season,"Comedies, International Movies",A visually stunning piece that captivates with its unique perspective.
s558,TV Show,Narcos: Season 6,Alfonso Cuaron,"Cate Blanchett, Tom Hanks",United Kingdom,"June 25, 2015",2012,TV-14,6 Seasons,Comedies,An award-winning production that redefines storytelling in modern cinema.
s559,Movie,Fight Club,Alfonso Cuaron,"Scarlett Johansson, Brad Pitt, Angelina Jolie, Morgan Freeman",France,"November 3, 2017",2014,TV-PG,83 min,"Documentaries, Drama TV Shows",A visually stunning piece that captivates with its unique perspective.
s560,Movie,Bird Box,,"Denzel Washington, Meryl Streep",Japan,"February 4, 2017",2015,TV-14,109 min,"Crime TV Shows, Stand-Up Comedy, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s561,Movie,Pulp Fiction,Christopher Nolan,"Angelina Jolie, Leonardo DiCaprio, Ryan Gosling, Scarlett Johansson, Emma Stone",United States,"May 9, 2021",2006,PG-13,92 min,Dramas,A thought-provoking narrative exploring themes of identity and redemption.
s562,Movie,Shawshank Redemption,,"Tom Hanks, Angelina Jolie, Scarlett Johansson, Meryl Streep, Brad Pitt",United Kingdom,"October 3, 2019",2019,PG-13,100 min,"Anime Series, Stand-Up Comedy",A gripping tale that explores complex characters through unexpected twists.
s563,Movie,Fight Club,Christopher Nolan,"Brad Pitt, Cate Blanchett",India,"July 1, 2021",2018,TV-MA,177 min,"Dramas, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s564,Movie,Parasite,Denis Villeneuve,"Leonardo DiCaprio, Denzel Washington, Emma Stone",France,"January 17, 2015",2015,PG-13,150 min,"Dramas, International Movies, Reality TV",A gripping tale that explores complex characters through unexpected twists.
s565,TV Show,Never Have I Ever,Sofia Coppola,"Viola Davis, Emma Stone, Leonardo DiCaprio, Ryan Gosling, Angelina Jolie",Germany,"July 18, 2021",2010,R,4 Seasons,Children & Family Movies,A thought-provoking narrative exploring themes of identity and redemption.
s566,Movie,Saving Private Ryan: Part 3,,"Cate Blanchett, Leonardo DiCaprio, Meryl Streep, Angelina Jolie, Morgan Freeman",India,"October 21, 2021",2020,PG-13,85 min,"Dramas, Action & Adventure",An emotional journey that resonates with viewers around the world.
s567,Movie,Marriage Story,Christopher Nolan,"Viola Davis, Emma Stone, Leonardo DiCaprio, Cate Blanchett",Brazil,"July 5, 2021",2021,TV-14,107 min,Drama TV Shows,A gripping tale that explores complex characters through unexpected twists.
s568,TV Show,Shadow and Bone,Ava DuVernay,"Emma Stone, Tom Hanks, Angelina Jolie",Spain,"October 20, 2017",2006,R,3 Seasons,"Thrillers, Anime Series",A thought-provoking narrative exploring themes of identity and redemption.
s569,Movie,Avengers Endgame: Part 2,Quentin Tarantino,"Brad Pitt, Cate Blanchett, Meryl Streep, Denzel Washington",India,"November 25, 2018",2011,TV-PG,126 min,Drama TV Shows,A gripping tale that explores complex characters through unexpected twists.
s570,Movie,Parasite,Denis Villeneuve,"Denzel Washington, Leonardo DiCaprio, Morgan Freeman, Meryl Streep, Viola Davis",Spain,"June 28, 2021",2011,TV-14,157 min,"Documentaries, Action & Adventure",An award-winning production that redefines storytelling in modern cinema.
s571,TV Show,The Crown,Martin Scorsese,"Emma Stone, Leonardo DiCaprio, Brad Pitt",Spain,"October 12, 2017",2017,PG-13,1 Season,"Thrillers, Comedies, Action & Adventure",A gripping tale that explores complex characters through unexpected twists.
s572,Movie,The Godfather: Part 3,Sofia Coppola,"Emma Stone, Leonardo DiCaprio, Ryan Gosling",India,"January 28, 2021",2018,PG,78 min,Comedies,A visually stunning piece that captivates with its unique perspective.
s573,TV Show,Ozark,Christopher Nolan,"Ryan Gosling, Denzel Washington, Cate Blanchett",India,"June 7, 2016",2016,TV-MA,2 Seasons,"Reality TV, International Movies",An emotional journey that resonates with viewers around the world.
s574,Movie,Schindlers List,Sofia Coppola,"Brad Pitt, Tom Hanks, Denzel Washington",Japan,"December 19, 2019",2019,TV-PG,90 min,"Children & Family Movies, Dramas",A visually stunning piece that captivates with its unique perspective.
s575,Movie,Goodfellas,Steven Spielberg,"Scarlett Johansson, Cate Blanchett, Denzel Washington, Tom Hanks, Brad Pitt",South Korea,"October 23, 2021",2019,PG,97 min,"International Movies, Children & Family Movies",A gripping tale that explores complex characters through unexpected twists.
s576,TV Show,Emily in Paris: Season 3,Christopher Nolan,"Meryl Streep, Denzel Washington, Tom Hanks, Scarlett Johansson, Viola Davis",United States,"September 20, 2021",2018,TV-MA,3 Seasons,"Reality TV, Drama TV Shows",A gripping tale that explores complex characters through unexpected twists.
s577,Movie,Army of the Dead,Ava DuVernay,"Tom Hanks, Viola Davis, Leonardo DiCaprio, Morgan Freeman",United States,"August 3, 2019",2019,R,83 min,"Stand-Up Comedy, International Movies",A thought-provoking narrative exploring themes of identity and redemption.
s578,Movie,Schindlers List,Ava DuVernay,"Emma Stone, Brad Pitt, Ryan Gosling, Meryl Streep",Mexico,"August 26, 2020",2002,TV-14,137 min,"Horror Movies, Reality TV, Comedies",An emotional journey that resonates with viewers around the world.
s579,TV Show,Stranger Things: Season 4,Spike Lee,"Cate Blanchett, Angelina Jolie, Scarlett Johansson, Viola Davis, Emma Stone",United States,"December 27, 2018",2017,PG-13,4 Seasons,"Action & Adventure, Children & Family Movies",A thought-provoking narrative exploring themes of identity and redemption.
s580,TV Show,Never Have I Ever,Martin Scorsese,"Viola Davis, Cate Blanchett, Scarlett Johansson, Morgan Freeman, Leonardo DiCaprio",India,"February 24, 2016",2006,PG,2 Seasons,"Documentaries, Action & Adventure, International Movies",A visually stunning piece that captivates with its unique perspective.
s581,Movie,Chicago 7: Part 3,,"Viola Davis, Angelina Jolie",United States,"December 4, 2015",2007,R,176 min,"Stand-Up Comedy, Drama TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s582,Movie,Malcolm and Marie,Alfonso Cuaron,"Meryl Streep, Ryan Gosling, Emma Stone",United States,"January 24, 2019",2019,TV-14,78 min,Reality TV,An award-winning production that redefines storytelling in modern cinema.
s583,TV Show,Orange Is the New Black: Season 3,Alfonso Cuaron,"Emma Stone, Scarlett Johansson, Viola Davis, Morgan Freeman, Tom Hanks",India,"June 7, 2019",2009,TV-MA,3 Seasons,"Romantic Movies, Drama TV Shows, Thrillers",An award-winning production that redefines storytelling in modern cinema.
s584,Movie,The Dark Knight: Part 3,Alfonso Cuaron,"Denzel Washington, Meryl Streep, Cate Blanchett",United States,"May 20, 2016",2016,R,117 min,"Romantic Movies, Action & Adventure, Horror Movies",An award-winning production that redefines storytelling in modern cinema.
s585,Movie,The Old Guard,David Fincher,"Meryl Streep, Denzel Washington, Ryan Gosling, Brad Pitt",Mexico,"May 22, 2021",2017,R,131 min,"Stand-Up Comedy, Romantic Movies",A gripping tale that explores complex characters through unexpected twists.
s586,TV Show,The Umbrella Academy,Spike Lee,"Denzel Washington, Ryan Gosling, Cate Blanchett",United States,"July 14, 2017",2008,TV-14,1 Season,"Anime Series, Kids TV",An award-winning production that redefines storytelling in modern cinema.
s587,Movie,The Irishman: Part 2,Spike Lee,"Viola Davis, Ryan Gosling, Leonardo DiCaprio, Tom Hanks, Brad Pitt",Japan,"August 27, 2016",2011,R,170 min,"International Movies, Crime TV Shows, Drama TV Shows",A gripping tale that explores complex characters through unexpected twists.
s588,TV Show,Never Have I Ever,Sofia Coppola,"Angelina Jolie, Viola Davis, Meryl Streep, Scarlett Johansson",India,"December 22, 2021",2017,PG-13,6 Seasons,"Stand-Up Comedy, Action & Adventure, Dramas",An emotional journey that resonates with viewers around the world.
s589,TV Show,Bridgerton,Quentin Tarantino,"Ryan Gosling, Brad Pitt",United States,"December 26, 2019",2012,TV-MA,6 Seasons,"Drama TV Shows, Horror Movies",A thought-provoking narrative exploring themes of identity and redemption.
s590,TV Show,Better Call Saul,Martin Scorsese,"Emma Stone, Angelina Jolie",India,"December 8, 2020",2019,R,4 Seasons,"Thrillers, Comedies",A visually stunning piece that captivates with its unique perspective.
s591,TV Show,You,Steven Spielberg,"Ryan Gosling, Emma Stone, Morgan Freeman, Meryl Streep, Leonardo DiCaprio",United States,"April 8, 2016",2011,TV-14,3 Seasons,"Children & Family Movies, Action & Adventure",An emotional journey that resonates with viewers around the world.
s592,TV Show,Money Heist,Denis Villeneuve,"Leonardo DiCaprio, Brad Pitt",United States,"July 25, 2020",2020,TV-Y7,5 Seasons,Reality TV,An emotional journey that resonates with viewers around the world.
